Username,Preprocessed_Tweet_Text,Timestamp,classification
maguaddict,cursedkidd abis banjir dik dizolimi m,2023-01-19 00:46:11+00:00,banjir
NorisSuta,rt bachrum achmadi sdhlah bong ga usah muncung klen treak2 hujat anies soal banjir amp sumur resap era ahok doang istana negara banji,2023-01-19 00:44:16+00:00,banjir
moooonculf,januari tengah udah kelabu sangat amat hujan badai angin ribut topan tsunami hantam karang hancur keping keping,2023-01-19 01:43:06+00:00,badai
_ZaffrulZamry,rt hakiimismail95 dalam bab awal islam amp secularisme prof al-attas sebut bagaimana kristian wakil gereja paksa lebur prins,2023-01-19 01:39:02+00:00,badai
robi_yazid,bila cinta tak kunjung tiba umur terus tua diri anggap nikah jalan de,2023-01-19 01:37:35+00:00,badai
anisaputriaman,jika bahagia hanya sifat sementara maka izin aku nikmat badai badai sedih,2023-01-19 01:36:08+00:00,badai
HaziqWahyu,dr490ne grandluckyscbd iya sender maaf ya aku maksud hibur moga badai cepat lalu sembuh lebih,2023-01-19 01:36:04+00:00,badai
riqkymakhpela,rt samuelwando nah kan badai lagi gak usah pelangi hilang awan hitam aja belum,2023-01-19 01:34:39+00:00,badai
DianLuwita,terkadang ibu bpk juang mati2an utk sekolah ank ny sukses tdk kenal hujan panas badai sekalipu,2023-01-19 01:34:20+00:00,badai
BelutKiri,clubsonthird perahu nelayan tenggelam badai lalu kalo salah kata renang nelayan dike,2023-01-19 01:33:59+00:00,badai
notpartof0xfam,nyata badai lalu,2023-01-19 01:30:45+00:00,badai
WarmeiOfficial,tindak nafsu sama layar lewat badai keep woles aja bray gausah pake napsu napsu birah -,2023-01-19 01:30:16+00:00,badai
jasamentions1,yuk belanja woman stuff paling kece badai cintami shop trusted olshop barang oke segera sms 085776745993 iklanotomatis,2023-01-19 01:30:08+00:00,badai
relapthesynap,congress aur rahul ji samarthakon se ek hi veenti hain kripya chutiye jhaatu nalle andhbhakton ko koi bhaav na,2023-01-19 01:29:52+00:00,badai
Bisniscom,ini daftar 4 usaha hantam badai phk purwakarta,2023-01-19 01:26:33+00:00,badai
chintyagloryaa,telah lewat badai yg besar ada takut cemas,2023-01-19 01:24:25+00:00,badai
lisagorenk,njir ni org bener bener badai tidur stress bangun tidur stress mandi stress makan stress allahhhhh,2023-01-19 01:22:45+00:00,badai
irman_sabar,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-19 01:20:48+00:00,badai
Mhmd_adn4n,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-19 01:13:32+00:00,badai
afiqtion,michellelanious there s pawana badai but more violent like ribut,2023-01-19 01:11:23+00:00,badai
bumik_kim1,yoonaliw anti badai,2023-01-19 01:11:02+00:00,badai
HakubaSaguru_,tenang tenang aku segera reda badai kasus - me,2023-01-19 01:10:55+00:00,badai
matchafalala,pms pertama hujan badai macet total telat keseleo banyak masalah that s a wrap,2023-01-19 01:10:21+00:00,badai
nuno_yusuf,memphis sdh atletico madrid seperti barca gk perlu cari ganti ini klo gk badai cedera krn di,2023-01-19 01:09:53+00:00,badai
lliG_Gill,badai benalu,2023-01-19 01:09:26+00:00,badai
kjiwoogn,asahyikun tetep trabas aja lah gak takut punya yaya tangkal badai,2023-01-19 01:07:21+00:00,badai
eko_wiradana,aku sering tikam cinta pernah lempar badai aku tetap diri nyanyi jiwa - album swami il 1991,2023-01-19 01:03:28+00:00,badai
hasbiash_s,dioprstyo adekumala lah kan pikir joget tiktok tuu dah dance modern kece badai si paling aing keren,2023-01-19 00:58:31+00:00,badai
rikasetyorini,literarybase habis baca pulang jadi pengin beli badai rekomendasi mana ga terlalu tarik ka,2023-01-19 00:55:23+00:00,badai
muhayyasyukran,jokowi jangan pikir yg ekstrim pak yg rentan miskin pikir bahkan jumlah mungkin lebih ban,2023-01-19 00:54:12+00:00,badai
vickyzvz,klo sm nge treat comeback nya 127 bener langsung badai kayak udh hopeless yg kayak ah udehlah udh berapa kal,2023-01-19 00:53:48+00:00,badai
_Aimi_na,rt hakiimismail95 dalam bab awal islam amp secularisme prof al-attas sebut bagaimana kristian wakil gereja paksa lebur prins,2023-01-19 00:52:23+00:00,badai
sudirjojo123,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-19 00:50:02+00:00,badai
elfira_septi,rt gitasa725 askara putra alfahri nak hadir nanti dua orang tua amp anggota keluarga meski hadir iring ber,2023-01-19 00:49:06+00:00,badai
eggcarrotxz,littleinzen kapan badai l word selesai,2023-01-19 00:48:43+00:00,badai
bknakbar,dh udh galau nya udahn sekarang makan nasgor aja smbil nonton vidio praktek karna tidak tau badai apa yg depan nnti,2023-01-19 00:48:20+00:00,badai
emaknya_wraith,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-19 00:46:26+00:00,badai
mschavez99,ya allah badai bgt baru aja 2023,2023-01-19 00:45:08+00:00,badai
jeuwukasyem,ujan badai angin topan y0c3f hirau tetap masuk biasa,2023-01-19 00:40:11+00:00,badai
bakla_yonea,on page 265 of 456 of badai pasti lalu by marga t,2023-01-19 00:39:03+00:00,badai
shinjungkyun,cewek badai kalah cewek cetar dua tak sama wanita sederhana cantik hati,2023-01-19 00:38:53+00:00,badai
hi_disaaaa,masih awal tahun badai kencang banget ini bukan soal badai,2023-01-19 00:36:54+00:00,badai
childeesimp,heizoushi badai salju hahhaa,2023-01-19 00:34:12+00:00,badai
beelleame,abeel abis mas badai ikut ngambeek,2023-01-19 00:32:39+00:00,badai
Dimas_satriap,vindaazizah kak cantik badai banget,2023-01-19 00:32:11+00:00,badai
AriefpribadiDMP,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-19 00:29:48+00:00,badai
rightpperson,semenjak ngerantau rasa semua emng bisa dikerjain sendiri tingkat mandiri tingkat banget kek ga,2023-01-19 00:29:27+00:00,badai
rantiast,fix mau beli jas ujan biar kalo hujan badai petir gue tetep pake motor,2023-01-19 00:29:06+00:00,badai
01januaryrain,jinggayul acel for eternity happy endinggg walaupun yhaaaaa naik turun kena badai,2023-01-19 00:27:49+00:00,badai
Mpok_Hanum,rt rahman ima ini bukan kerja firaun karena firaun gak nimbun beras gin banyak u biar busuk lalu kerja siapa,2023-01-19 00:27:37+00:00,badai
DadangErli8,rt haylur95 hujan badai angin ribut,2023-01-19 00:25:11+00:00,badai
SitiNur02035631,rt gitasa725 askara putra alfahri nak hadir nanti dua orang tua amp anggota keluarga meski hadir iring ber,2023-01-19 00:24:19+00:00,badai
hanabiayanokoji,babufess liloupad itu nder bisa ngomong buat luas jarak pandang waktu badai pasir dia hilang,2023-01-19 00:22:53+00:00,badai
mpokailee,hai ailee unyu badai cetar bahana sini,2023-01-19 00:22:37+00:00,badai
UpdateLirik,darah indonesia walau badai menghadang kau tak pernah hilang supermanisdead jadi legenda,2023-01-19 00:22:36+00:00,badai
itemenawan,kai kece badai item tawan visual hasil terimakasih,2023-01-19 00:21:45+00:00,badai
cepiotree,vvotanet versi jkt48 first love freya oshi cepio oshi wrecker marsha jessi fav song di tengah hujan bada,2023-01-19 00:20:19+00:00,badai
muspul,bagaimana bumi lebih kering panas kemarau basah badai sama isu iklim amat luas sebenarny,2023-01-19 00:19:12+00:00,badai
sakanaisafish,babufess kata sih fungsi buat nambah jarak pandang badai pasir iring jalan quest kita nem,2023-01-19 00:16:31+00:00,badai
yooyooayoo,rt gsoddess convomf plis tuh cantik banget banget banget kaya ga peduli selebay apa tuh tetep cantik njir stylenya ya,2023-01-19 00:15:41+00:00,badai
alettalvaniella,mtk ttp msk hujan badai,2023-01-19 00:13:15+00:00,badai
HerlesNkri,rt haylur95 hujan badai angin ribut,2023-01-19 00:10:17+00:00,badai
setanlicious,nek udin perhatiin uda 1 minggu g nyirih lg iya nenek mau move-on dr nyirih bsk mau psg behel aja biar kl ngengir unyu badai x x,2023-01-19 00:05:40+00:00,badai
chimin_idris,rt sandiuno lewat badai covid pariwisata bangkit ekonomi lejit satu kata ingin ungkap alhamdulillah,2023-01-19 00:05:21+00:00,badai
3082Ardian,rt kevynsaverio badai phk produsen reebok nike tangerang pabrik sepi dagang gigit jari burih demo naik upah hasil naik ga,2023-01-19 00:03:41+00:00,badai
vicramaditya,lagu eric clapton selalu ingetin jaman sd tiap pulang sekolah trus hujan badai jemput pake mobil lil,2023-01-19 00:01:09+00:00,badai
aladinselalu,rt gitasa725 askara putra alfahri nak hadir nanti dua orang tua amp anggota keluarga meski hadir iring ber,2023-01-19 00:00:57+00:00,badai
Ve_Jkt_48,vejkt48 ve kamu badai,2023-01-19 00:00:50+00:00,badai
AndreGe28635567,kemarau tak peduli hujan datang sama gerimis badai ia pasrah tabah tunggu langit isak menang,2023-01-19 00:00:22+00:00,badai
kumalahariru,rt sandiuno lewat badai covid pariwisata bangkit ekonomi lejit satu kata ingin ungkap alhamdulillah,2023-01-18 23:53:55+00:00,badai
cecepumar,keren beliau beberapa tahun lalu kena badai masalah bisa kebal eks salut abah qomar,2023-01-18 23:53:06+00:00,badai
rhySCOUPS,heijoyie demi terjang badai,2023-01-18 23:52:05+00:00,badai
orgilarea,pls mimpi naik kpal terjang ombak badai,2023-01-18 23:48:47+00:00,badai
indanaNida,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-18 23:48:22+00:00,badai
apaNEEHHHH,ohmygod its been a long time huhu kira2 badai apa ini anyway welcome back,2023-01-18 23:46:56+00:00,badai
beelleame,addictvve abel pikir abeel telah korek-koreek seperti mas badai,2023-01-18 23:46:33+00:00,badai
manir_rabah,carsnationn badai belgium standard ba,2023-01-18 23:44:36+00:00,badai
rentakada1,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 23:44:10+00:00,badai
Richard_Bigwin,hidup bukan tunggu badai lalu tetapi ajar tari tengah hujan,2023-01-18 23:43:31+00:00,badai
Ayyara171,rt gitasa725 askara putra alfahri nak hadir nanti dua orang tua amp anggota keluarga meski hadir iring ber,2023-01-18 23:35:53+00:00,badai
Tulalit11546618,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-18 23:32:26+00:00,badai
offtoathens,rt hakiimismail95 dalam bab awal islam amp secularisme prof al-attas sebut bagaimana kristian wakil gereja paksa lebur prins,2023-01-18 23:29:57+00:00,badai
fruittiti_,kristiono73 rambut badai weww,2023-01-18 23:26:44+00:00,badai
surtikade,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 23:24:27+00:00,badai
Bayuratama_,jika biasa lewat badai lantas harus usik gerimis,2023-01-18 23:22:31+00:00,badai
BalvyHaddad,gatypolagi itu dia sejak badai akun yg biasa lewat lewat jalan kali yaa typo,2023-01-18 23:19:57+00:00,badai
bayucaak,jangan henti sedang lewat badai terus lah lari hingga tuju tempat ram,2023-01-18 23:16:43+00:00,badai
Ibrahim78704863,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 23:13:59+00:00,badai
siasatdiksi,wn segala interaksi on hold tulis tama sedang terjang badai hidup,2023-01-18 23:13:43+00:00,badai
puttnabilla,rt luvinfaisy aku udah biasa ngerasain badai untuk kali aku cape mau lari gatau,2023-01-18 23:12:30+00:00,badai
vvarganet1,rt ambyaranl cuma ingat saja tengah badai baru jadi gerombol antek neo voc sedang coba untuk,2023-01-18 23:11:50+00:00,badai
Nada10062503,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 23:09:39+00:00,badai
satria00224511,hari gin galau mending bantu vote kita zevitzone gue ken banget sekolah gue smpn88jkt bikin pensi badai naikinsekolahlo,2023-01-18 23:07:58+00:00,badai
postm0rt3m,post coenam hanya badai kecil bahtera rumah tangga heaters gonna heat,2023-01-18 23:06:12+00:00,badai
_dewiparamitha,rt arrof11 maka alloh perintah jibril tutup mulut sapi tidak bicara lagi badai uz-zuhur amp qishosul anbiya,2023-01-18 23:02:50+00:00,badai
lukhat11,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 23:02:14+00:00,badai
foers792,rt koh alien bendera tetap kibar tanda cinta negara walau terpa badai fitnah yg sangat dahsyat yg tak semua orang kua,2023-01-18 22:56:37+00:00,badai
kanjenglisti,angin sejuk serta badai,2023-01-18 22:51:11+00:00,badai
Firmansyahlepi,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-18 22:50:44+00:00,badai
akieyyys,rt luvinfaisy aku udah biasa ngerasain badai untuk kali aku cape mau lari gatau,2023-01-18 22:49:51+00:00,badai
ses_Q,rt sayid machmoed usah sedih kala badai uji terpa ke,2023-01-18 22:48:36+00:00,badai
siwmon,acc bekas with usn -tahan banting tahan badai - v all pake nomor indo 6 zonauang zonaaba,2023-01-18 22:45:44+00:00,badai
